sentence,frame,polarity,verb,veridicalitynorm
A particular person wasn\'t exhilarated to have a particular thing.,NP was Ved to VP,negative,exhilarate,1.7824172
A particular person was exhilarated to have a particular thing.,NP was Ved to VP,positive,exhilarate,1.7824172
Someone pouted that a particular thing happened,NP V that S,positive,pout,1.7774371
Someone didn\'t pout that a particular thing happened,NP V that S,negative,pout,1.7774371
Someone didn\'t cause a particular person to do a particular thing.,NP V NP to VP,negative,cause,1.7742134
Someone caused a particular person to do a particular thing.,NP V NP to VP,positive,cause,1.7742134
A particular person was irked to do a particular thing.,NP was Ved to VP,positive,irk,1.7715908
A particular person wasn\'t irked to do a particular thing.,NP was Ved to VP,negative,irk,1.7715908
Someone was boggled that a particular thing happened,NP was Ved that S,positive,boggle,1.771269
Someone wasn\'t boggled that a particular thing happened,NP was Ved that S,negative,boggle,1.771269
Someone concealed that a particular thing happened,NP V that S,positive,conceal,1.770682
Someone didn\'t conceal that a particular thing happened,NP V that S,negative,conceal,1.770682
Someone was comforted that a particular thing happened,NP was Ved that S,positive,comfort,1.755808
Someone wasn\'t comforted that a particular thing happened,NP was Ved that S,negative,comfort,1.755808
A particular person was upset to do a particular thing.,NP was Ved to VP,positive,upset,1.7451223
A particular person wasn\'t upset to do a particular thing.,NP was Ved to VP,negative,upset,1.7451223
A particular person wasn\'t angered to do a particular thing.,NP was Ved to VP,negative,anger,1.7450434
A particular person was angered to do a particular thing.,NP was Ved to VP,positive,anger,1.7450434
A particular person was confirmed to do a particular thing.,NP was Ved to VP,positive,confirm,1.7435718
A particular person wasn\'t confirmed to do a particular thing.,NP was Ved to VP,negative,confirm,1.7435718
Someone wasn\'t overwhelmed that a particular thing happened,NP was Ved that S,negative,overwhelm,1.740271
Someone was overwhelmed that a particular thing happened,NP was Ved that S,positive,overwhelm,1.740271
Someone didn\'t flip out that a particular thing happened,NP V that S,negative,flip_out,1.7394865
Someone flipped out that a particular thing happened,NP V that S,positive,flip_out,1.7394865
A particular person wasn\'t appeased to have a particular thing.,NP was Ved to VP,negative,appease,1.7336314
A particular person was appeased to have a particular thing.,NP was Ved to VP,positive,appease,1.7336314
Someone wasn\'t humbled that a particular thing happened,NP was Ved that S,negative,humble,1.7282917
Someone was humbled that a particular thing happened,NP was Ved that S,positive,humble,1.7282917
Someone was dazed that a particular thing happened,NP was Ved that S,positive,daze,1.7190917
Someone wasn\'t dazed that a particular thing happened,NP was Ved that S,negative,daze,1.7190917
Someone was stressed that a particular thing happened,NP was Ved that S,positive,stress,1.7144411
Someone wasn\'t stressed that a particular thing happened,NP was Ved that S,negative,stress,1.7144411
Someone wasn\'t relieved that a particular thing happened,NP was Ved that S,negative,relieve,1.6953849
Someone was relieved that a particular thing happened,NP was Ved that S,positive,relieve,1.6953849
A particular person wasn\'t unsettled to have a particular thing.,NP was Ved to VP,negative,unsettle,1.6877409
A particular person was unsettled to have a particular thing.,NP was Ved to VP,positive,unsettle,1.6877409
A particular person was envied to have a particular thing.,NP was Ved to VP,positive,envy,1.6636031
A particular person wasn\'t envied to have a particular thing.,NP was Ved to VP,negative,envy,1.6636031
Someone wasn\'t gratified that a particular thing happened,NP was Ved that S,negative,gratify,1.6579137
Someone was gratified that a particular thing happened,NP was Ved that S,positive,gratify,1.6579137
Someone was intrigued that a particular thing happened,NP was Ved that S,positive,intrigue,1.6541601
Someone wasn\'t intrigued that a particular thing happened,NP was Ved that S,negative,intrigue,1.6541601
Someone whined that a particular thing happened,NP V that S,positive,whine,1.6526024
Someone didn\'t whine that a particular thing happened,NP V that S,negative,whine,1.6526024
A particular person wasn\'t tickled to have a particular thing.,NP was Ved to VP,negative,tickle,1.6494488
A particular person was tickled to have a particular thing.,NP was Ved to VP,positive,tickle,1.6494488
Someone wasn\'t forgiven that a particular thing happened,NP was Ved that S,negative,forgive,1.6447346
Someone was forgiven that a particular thing happened,NP was Ved that S,positive,forgive,1.6447346
A particular person wasn\'t ensured to have a particular thing.,NP was Ved to VP,negative,ensure,1.6389134
A particular person was ensured to have a particular thing.,NP was Ved to VP,positive,ensure,1.6389134
Someone was agonized that a particular thing happened,NP was Ved that S,positive,agonize,1.6375637
Someone wasn\'t agonized that a particular thing happened,NP was Ved that S,negative,agonize,1.6375637
Someone detested that a particular thing happened,NP V that S,positive,detest,1.6304815
Someone didn\'t detest that a particular thing happened,NP V that S,negative,detest,1.6304815
Someone wasn\'t disgusted that a particular thing happened,NP was Ved that S,negative,disgust,1.6174927
Someone was disgusted that a particular thing happened,NP was Ved that S,positive,disgust,1.6174927
Someone wasn\'t petrified that a particular thing happened,NP was Ved that S,negative,petrify,1.6131974
Someone was petrified that a particular thing happened,NP was Ved that S,positive,petrify,1.6131974
A particular person wasn\'t delighted to do a particular thing.,NP was Ved to VP,negative,delight,1.6093827
A particular person was delighted to do a particular thing.,NP was Ved to VP,positive,delight,1.6093827
Someone didn\'t know a particular person to have a particular thing.,NP V NP to VP,negative,know,1.6087184
Someone knew a particular person to have a particular thing.,NP V NP to VP,positive,know,1.6087184
A particular person wasn\'t displeased to do a particular thing.,NP was Ved to VP,negative,displease,1.6070471
A particular person was displeased to do a particular thing.,NP was Ved to VP,positive,displease,1.6070471
A particular person was thanked to do a particular thing.,NP was Ved to VP,positive,thank,1.5963899
A particular person wasn\'t thanked to do a particular thing.,NP was Ved to VP,negative,thank,1.5963899
Someone was invigorated that a particular thing happened,NP was Ved that S,positive,invigorate,1.5938759
Someone wasn\'t invigorated that a particular thing happened,NP was Ved that S,negative,invigorate,1.5938759
Someone wasn\'t jarred that a particular thing happened,NP was Ved that S,negative,jar,1.5889391
Someone was jarred that a particular thing happened,NP was Ved that S,positive,jar,1.5889391
Someone wasn\'t befuddled that a particular thing happened,NP was Ved that S,negative,befuddle,1.585171
Someone was befuddled that a particular thing happened,NP was Ved that S,positive,befuddle,1.585171
Someone wasn\'t chastised that a particular thing happened,NP was Ved that S,negative,chastise,1.5810087
Someone was chastised that a particular thing happened,NP was Ved that S,positive,chastise,1.5810087
Someone didn\'t grimace that a particular thing happened,NP V that S,negative,grimace,1.5633783
Someone grimaced that a particular thing happened,NP V that S,positive,grimace,1.5633783
Someone was consoled that a particular thing happened,NP was Ved that S,positive,console,1.5576648
Someone wasn\'t consoled that a particular thing happened,NP was Ved that S,negative,console,1.5576648
Someone didn\'t forgive that a particular thing happened,NP V that S,negative,forgive,1.5558192
Someone forgave that a particular thing happened,NP V that S,positive,forgive,1.5558192
A particular person wasn\'t reassured to have a particular thing.,NP was Ved to VP,negative,reassure,1.5525506
A particular person was reassured to have a particular thing.,NP was Ved to VP,positive,reassure,1.5525506
Someone didn\'t point out that a particular thing happened,NP V that S,negative,point_out,1.5491968
Someone pointed out that a particular thing happened,NP V that S,positive,point_out,1.5491968
Someone compelled a particular person to do a particular thing.,NP V NP to VP,positive,compel,1.5399773
Someone didn\'t compel a particular person to do a particular thing.,NP V NP to VP,negative,compel,1.5399773
A particular person wasn\'t ridiculed to have a particular thing.,NP was Ved to VP,negative,ridicule,1.5395703
A particular person was ridiculed to have a particular thing.,NP was Ved to VP,positive,ridicule,1.5395703
Someone wasn\'t bugged that a particular thing happened,NP was Ved that S,negative,bug,1.5355997
Someone was bugged that a particular thing happened,NP was Ved that S,positive,bug,1.5355997
A particular person didn\'t strain to do a particular thing.,NP V to VP,negative,strain,1.5336288
A particular person strained to do a particular thing.,NP V to VP,positive,strain,1.5336288
Someone didn\'t help a particular person to do a particular thing.,NP V NP to VP,negative,help,1.5303382
Someone helped a particular person to do a particular thing.,NP V NP to VP,positive,help,1.5303382
A particular person wasn\'t enthralled to do a particular thing.,NP was Ved to VP,negative,enthrall,1.5265312
